post_id,platform,content_type,category,creator_type,follower_count,account_age_days,hook_strength,relatability_score,thumbnail_quality,caption_length,hashtag_count,trending_audio,call_to_action,video_duration,post_time,day_of_week,emotion_trigger,views,likes,comments,shares,saves,impressions,reach,watch_time_avg,completion_rate,engagement_rate,first_3sec_retention,viral
1120,Instagram,Video,Meme,brand,1657,1522,3,10,10,70,5,1,0,24,14,5,funny,1447,96,67,39,31,2239,1607,9.9,0.41,0.161,0.4,0
1121,TikTok,Video,Entertainment,influencer,1199,441,10,7,9,167,0,0,1,73,21,6,curiosity,3804,287,73,56,90,5182,4069,15.59,0.21,0.133,1,1
1122,TikTok,Reel,Education,brand,470,1760,9,2,1,176,4,1,1,134,16,5,neutral,4011,126,98,93,80,8195,7260,5.28,0.04,0.099,0.92,1
1123,YouTube,Post,Tech,individual,5336,760,10,10,8,218,15,1,1,21,0,4,funny,16643,1839,790,340,113,34462,27974,16.08,0.77,0.185,1,1
1124,YouTube,Short,Tech,individual,11175,464,5,10,5,130,30,1,1,21,16,2,fear,36854,4040,1387,798,655,52412,34010,3.13,0.15,0.187,0.75,1
1125,YouTube,Reel,Tech,individual,1542,1174,8,7,8,191,36,0,1,12,17,3,inspiration,7794,379,278,159,256,14320,10720,10.76,0.9,0.138,0.95,1
1126,TikTok,Post,Tech,brand,854,1538,7,3,1,116,27,1,0,54,2,4,fear,8484,865,386,113,193,14279,11886,42.54,0.79,0.184,0.78,1
1127,YouTube,Short,Entertainment,individual,709,327,4,9,8,127,26,1,0,172,22,7,funny,3102,176,118,23,64,5473,4352,162.09,0.94,0.123,0.52,1
1128,Instagram,Post,Tech,individual,8517,1709,1,9,9,107,1,0,0,108,11,3,fear,5763,509,192,55,150,11066,8433,7.99,0.07,0.157,0.28,0
1129,Instagram,Video,Education,brand,5452,534,5,10,4,227,37,1,0,32,1,2,curiosity,10970,846,491,57,327,13337,11451,10.84,0.34,0.157,0.56,1
1130,TikTok,Video,Tech,individual,491,275,10,9,4,78,32,0,1,50,2,5,neutral,5830,618,228,136,50,7061,3977,15,0.3,0.177,1,1
1131,TikTok,Video,Meme,influencer,1838,675,10,1,8,134,37,0,0,57,4,3,inspiration,5410,377,157,111,137,11187,6512,22.58,0.4,0.145,1,1
1132,Instagram,Video,Entertainment,influencer,14501,1300,4,10,8,223,9,0,0,53,15,4,neutral,15089,941,438,303,428,35582,18949,30.26,0.57,0.14,0.51,0
1133,TikTok,Short,Motivation,individual,29262,485,8,8,9,234,8,0,1,158,23,1,inspiration,38409,3404,840,1084,1187,56048,49794,46.4,0.29,0.17,0.91,0
1134,YouTube,Reel,Motivation,individual,12631,1438,6,2,8,51,28,0,0,8,3,4,inspiration,16823,1237,472,388,320,30383,27034,2.2,0.28,0.144,0.68,0
1135,TikTok,Video,Entertainment,individual,2553,1218,9,4,3,34,38,0,0,169,8,5,neutral,4913,340,240,118,78,7597,5981,105.43,0.62,0.158,0.91,0
1136,TikTok,Short,Tech,individual,582,273,9,10,8,88,21,0,1,19,5,1,inspiration,4785,333,67,55,32,6959,4503,11.51,0.61,0.102,1,1
1137,TikTok,Video,Motivation,brand,5724,679,1,9,1,46,6,1,0,80,7,2,curiosity,18712,1242,557,260,739,22749,16110,57.21,0.72,0.15,0.23,1
1138,Instagram,Video,Meme,brand,3057,1049,1,6,9,110,25,0,0,136,5,3,inspiration,4290,480,133,114,65,9424,6170,110.15,0.81,0.185,0.13,0
1139,Instagram,Post,Entertainment,brand,448,242,6,2,2,143,20,1,1,151,4,7,fear,3361,202,119,86,121,5564,4380,2.87,0.02,0.157,0.84,1
1140,Instagram,Short,Tech,brand,22070,194,4,4,2,89,11,0,1,148,3,2,fear,2546,157,31,31,41,5534,3311,78.39,0.53,0.102,0.6,0
1141,Instagram,Short,Tech,influencer,509,735,2,7,3,16,34,1,0,128,17,4,neutral,2284,114,40,56,67,3049,1864,101.75,0.79,0.121,0.43,1
1142,TikTok,Post,Meme,individual,3725,1057,5,4,8,90,2,1,1,56,1,6,curiosity,5280,448,161,148,122,7131,4907,55.49,0.99,0.166,0.65,0
1143,YouTube,Reel,Education,individual,5223,1090,4,6,5,268,26,1,0,57,3,1,neutral,8152,353,255,156,303,14406,10976,36.5,0.64,0.131,0.44,0
1144,Instagram,Reel,Meme,influencer,9287,1820,5,3,5,185,9,0,1,171,23,4,inspiration,15338,1672,739,77,529,23164,15726,87.53,0.51,0.197,0.64,0
1145,Instagram,Post,Entertainment,individual,1302,385,1,1,5,238,30,1,0,113,2,3,neutral,702,53,10,18,16,1703,919,95.75,0.85,0.138,0.39,0
1146,TikTok,Reel,Tech,individual,2327,1300,3,7,9,20,14,0,0,132,18,5,fear,7756,379,229,56,241,17539,14182,112.17,0.85,0.117,0.33,1
1147,YouTube,Reel,Education,brand,21560,1921,1,4,2,15,21,1,0,141,23,1,inspiration,23111,2581,769,214,854,57341,30395,96.75,0.69,0.191,0.31,0
1148,TikTok,Video,Education,brand,308,260,7,7,3,223,27,1,0,24,16,1,neutral,273,25,4,2,3,477,289,4.15,0.17,0.125,0.89,0
1149,YouTube,Reel,Motivation,brand,17523,907,7,7,1,164,36,1,1,64,10,1,neutral,21982,1810,1052,597,701,50340,28821,19.12,0.3,0.189,0.77,0
1150,TikTok,Video,Education,influencer,500,1580,6,3,10,194,19,1,0,70,20,3,fear,4230,492,119,74,70,8678,6733,4.15,0.06,0.178,0.73,1
1151,TikTok,Short,Meme,individual,432151,1461,9,7,9,215,8,0,1,7,5,4,neutral,509658,17826,17158,11228,20133,957303,540502,6.71,0.96,0.13,1,0
1152,YouTube,Post,Entertainment,brand,21668,959,3,7,2,254,11,1,1,126,7,4,neutral,4852,178,204,52,103,7147,4385,115.58,0.92,0.111,0.48,0
1153,Instagram,Post,Education,influencer,2431,1610,6,6,1,88,38,0,0,172,20,2,curiosity,8759,832,115,184,326,21216,16712,52.99,0.31,0.166,0.77,1
1154,YouTube,Post,Tech,brand,2325,1074,3,10,9,275,35,1,0,55,9,1,curiosity,3009,259,83,83,66,6698,4487,29.13,0.53,0.163,0.43,0
1155,Instagram,Short,Education,brand,8007,1036,10,9,3,93,21,0,0,161,15,3,funny,10002,584,443,274,263,19919,17797,81.22,0.5,0.156,1,0
1156,Instagram,Video,Motivation,brand,2139,1856,2,1,2,111,1,0,1,76,13,6,fear,2031,201,26,21,78,4654,2489,39.05,0.51,0.161,0.32,0
1157,Instagram,Post,Motivation,brand,192,1120,2,3,2,75,26,1,1,110,14,3,curiosity,705,29,17,13,20,1099,820,10.45,0.09,0.112,0.37,1
1158,YouTube,Video,Education,brand,8433,1750,1,4,5,289,34,0,0,34,20,3,curiosity,8463,988,295,78,76,13227,9090,13.84,0.41,0.17,0.19,0
1159,Instagram,Video,Education,influencer,3662,1440,8,6,3,154,9,1,0,145,9,4,funny,8418,957,194,207,304,17879,15406,51.54,0.36,0.197,1,1
1160,Instagram,Post,Motivation,brand,3536,1258,10,2,9,117,23,1,1,17,10,7,inspiration,4718,233,122,71,96,5786,4094,15.03,0.88,0.111,1,0
1161,TikTok,Short,Motivation,influencer,370,1866,6,5,4,14,28,0,0,56,18,7,neutral,774,27,30,17,29,983,739,15.66,0.28,0.133,0.82,1
1162,TikTok,Post,Motivation,brand,18567,667,6,4,2,56,7,1,1,55,22,6,funny,40257,1809,672,406,1323,76596,61802,16.42,0.3,0.105,0.84,1
1163,YouTube,Short,Tech,individual,157,1514,4,4,1,70,0,1,0,137,12,5,curiosity,3958,255,56,95,137,4827,3766,81.3,0.59,0.137,0.45,1
1164,Instagram,Post,Meme,brand,62807,1773,1,4,8,150,28,1,1,111,12,2,funny,185398,15107,4061,5548,5344,322700,276012,46.52,0.42,0.162,0.27,1
1165,Instagram,Reel,Motivation,individual,21443,832,4,2,10,86,29,1,1,120,3,3,inspiration,24626,994,403,585,735,38556,31507,26.05,0.22,0.11,0.65,0
1166,TikTok,Post,Meme,brand,41237,1873,7,10,1,89,8,1,1,137,19,5,inspiration,91977,4706,3577,1460,2560,227562,131556,29.66,0.22,0.134,0.84,1
1167,YouTube,Video,Education,influencer,14316,163,5,4,7,214,10,1,0,170,18,1,inspiration,23355,2320,1149,672,851,54696,35595,28.61,0.17,0.214,0.77,0
1168,Instagram,Post,Education,brand,812,120,9,6,9,116,2,1,1,26,15,5,neutral,486,53,22,11,4,1207,764,12.52,0.48,0.185,0.94,0
1169,TikTok,Short,Education,brand,24423,1816,1,7,9,281,23,0,0,79,22,1,neutral,63504,2134,2971,1094,2248,81273,48668,67.98,0.86,0.133,0.34,1
1170,TikTok,Video,Meme,individual,98,1110,7,5,8,95,17,1,0,75,0,3,funny,208,21,3,3,7,266,148,16.12,0.21,0.163,0.77,1
1171,YouTube,Video,Meme,brand,1725,1536,9,8,3,174,19,0,1,125,6,1,fear,4328,355,207,37,172,8092,4122,81.25,0.65,0.178,1,1
1172,YouTube,Reel,Meme,brand,3867,1394,9,2,6,31,30,0,1,103,9,6,funny,5960,358,136,133,152,10466,7602,22.4,0.22,0.131,1,0
1173,TikTok,Short,Meme,influencer,10777,1750,1,9,4,15,6,0,1,13,4,5,funny,45099,2508,1208,658,1570,70239,61472,10.49,0.81,0.132,0.28,1
1174,YouTube,Reel,Tech,influencer,3987,1257,1,7,3,142,39,0,1,150,20,5,neutral,7476,660,242,179,264,12006,7100,91.25,0.61,0.18,0.34,0
1175,YouTube,Short,Education,influencer,46322,678,5,7,5,47,23,1,1,131,7,2,funny,100878,10290,2091,1361,3742,154367,120318,99.42,0.76,0.173,0.7,1
1176,YouTube,Post,Entertainment,individual,1964,518,4,10,2,16,22,1,1,101,12,5,curiosity,7173,719,124,90,148,16393,11341,38.12,0.38,0.151,0.69,1
1177,Instagram,Reel,Education,influencer,1804,949,7,2,3,59,22,0,1,37,18,5,neutral,3807,359,137,91,42,7591,5651,22.55,0.61,0.165,0.98,1
1178,Instagram,Reel,Education,influencer,829,902,3,6,7,296,12,0,0,173,19,5,curiosity,4196,171,208,65,100,9796,6955,140.16,0.81,0.13,0.59,1
1179,Instagram,Post,Entertainment,brand,214,1410,6,4,3,46,20,1,1,153,5,4,inspiration,1104,111,37,24,20,2685,2359,67,0.44,0.174,0.66,1
1180,Instagram,Reel,Meme,influencer,520,63,4,5,7,215,34,0,0,130,10,6,fear,3218,322,103,30,64,4321,3835,99.05,0.76,0.161,0.61,1
1181,Instagram,Short,Tech,influencer,1048,1143,5,1,8,270,35,0,1,81,16,5,funny,2730,132,82,62,87,4110,3493,2.04,0.03,0.133,0.65,1
1182,Instagram,Short,Education,brand,5787,1785,4,3,8,49,5,0,1,100,2,5,funny,2622,143,30,24,72,3355,2870,50.87,0.51,0.103,0.64,0
1183,TikTok,Video,Motivation,individual,567,1922,9,7,3,184,32,1,1,9,12,2,funny,10954,1270,495,124,188,15318,9904,3.62,0.4,0.19,1,1
1184,YouTube,Post,Motivation,influencer,1198,1777,3,3,2,73,31,0,0,22,1,6,funny,1072,125,44,12,26,1781,1089,10.09,0.46,0.193,0.45,0
1185,TikTok,Reel,Meme,individual,15445,1921,9,8,3,222,4,1,0,123,23,1,inspiration,34865,3216,1479,770,834,47077,34048,117.48,0.96,0.181,1,1
1186,TikTok,Video,Education,influencer,21876,375,9,1,9,276,36,1,0,74,7,7,inspiration,27431,1727,489,307,350,65465,34166,41.51,0.56,0.105,1,0
1187,Instagram,Video,Entertainment,individual,2427,953,4,6,1,95,22,0,1,26,10,4,neutral,1382,43,57,17,35,2609,2061,2.94,0.11,0.11,0.61,0
1188,Instagram,Short,Tech,individual,47606,1605,8,7,7,182,16,1,0,106,1,1,inspiration,116147,7867,5282,1292,2199,277754,233289,36.23,0.34,0.143,1,1
1189,Instagram,Short,Entertainment,individual,14481,642,9,7,2,250,8,1,1,110,4,6,funny,43471,2389,1521,1262,1486,80363,65120,13.75,0.12,0.153,0.91,1
1190,TikTok,Video,Education,individual,16443,1127,3,9,5,19,3,1,1,66,3,7,fear,10940,956,527,242,409,19016,11978,52.18,0.79,0.195,0.52,0
1191,YouTube,Video,Education,individual,2106,249,4,2,9,182,8,1,1,107,16,5,fear,2850,177,45,27,107,5063,3741,66.12,0.62,0.125,0.67,0
1192,YouTube,Short,Education,individual,2837,1231,10,5,8,136,24,0,1,21,16,1,curiosity,2923,227,37,60,43,6637,3594,3.97,0.19,0.126,1,0
1193,TikTok,Video,Tech,brand,370,896,5,9,3,217,17,1,0,142,20,3,funny,1868,198,33,28,45,2947,2190,101.94,0.72,0.163,0.51,1
1194,YouTube,Reel,Motivation,brand,18816,1330,7,8,7,267,5,0,0,57,10,7,curiosity,16481,1305,668,319,559,32834,25295,9.02,0.16,0.173,0.83,0
1195,YouTube,Post,Education,individual,15107,730,10,7,9,134,35,0,1,59,13,1,neutral,48916,2138,2190,1396,1079,65658,56024,8.57,0.15,0.139,1,1
1196,TikTok,Short,Education,individual,668,357,7,10,8,68,31,0,0,87,23,7,funny,3276,131,119,92,127,5436,4675,22.05,0.25,0.143,0.94,1
1197,Instagram,Post,Tech,brand,225,1953,10,5,6,111,8,0,1,152,12,6,neutral,275,23,5,5,2,512,311,19.32,0.13,0.127,1,0
1198,YouTube,Video,Tech,brand,1550,423,10,6,8,190,20,0,0,167,6,2,fear,3652,342,72,93,53,8554,5636,165.8,0.99,0.153,1,1
1199,Instagram,Video,Education,influencer,908,759,1,5,2,291,8,1,1,13,0,7,inspiration,1302,64,27,8,20,2560,2086,5.53,0.43,0.091,0.39,0
1200,TikTok,Reel,Education,influencer,5922,763,2,5,4,85,5,1,1,128,5,5,neutral,22836,1252,876,549,697,30325,16433,105.34,0.82,0.148,0.47,1
1201,Instagram,Video,Education,individual,1121,552,10,1,9,171,4,0,0,164,11,4,fear,5537,596,222,61,129,10358,8224,31.84,0.19,0.182,1,1
1202,Instagram,Video,Entertainment,individual,1957,1715,2,3,9,146,30,1,0,165,12,2,curiosity,3623,361,37,29,43,6067,3622,99.34,0.6,0.13,0.26,0
1203,Instagram,Video,Meme,individual,5905,1708,9,5,4,227,17,0,1,103,21,1,funny,6092,614,200,44,220,12890,10786,99.53,0.97,0.177,0.96,0
1204,Instagram,Short,Entertainment,brand,156,794,5,5,3,74,29,1,1,76,23,2,neutral,675,42,31,12,8,1290,817,11.09,0.15,0.138,0.66,1
1205,YouTube,Post,Tech,influencer,1180,1452,8,3,10,183,5,1,1,121,23,1,fear,7400,648,348,192,39,13252,7124,81.66,0.67,0.166,0.89,1
1206,Instagram,Short,Tech,individual,10720,1091,6,2,10,11,11,1,1,44,1,1,funny,9257,936,175,107,76,15286,8674,24.44,0.56,0.14,0.75,0
1207,YouTube,Video,Motivation,influencer,269,891,8,3,7,166,5,1,1,132,22,7,inspiration,1014,79,36,23,27,1453,845,102.1,0.77,0.163,0.91,1
1208,YouTube,Reel,Tech,brand,1982,84,5,4,7,21,18,1,0,41,11,3,fear,1943,185,74,55,23,3544,1941,29.51,0.72,0.173,0.52,0
1209,YouTube,Video,Entertainment,individual,15646,206,8,6,10,255,15,1,0,132,9,5,neutral,72295,7161,2119,2068,1357,174043,111007,94.05,0.71,0.176,0.82,1
1210,Instagram,Video,Education,brand,545,1216,8,9,7,148,28,0,0,51,14,3,curiosity,2604,244,73,34,60,4804,3960,22.94,0.45,0.158,1,1
1211,YouTube,Video,Tech,brand,2039,1608,2,10,5,242,38,0,0,111,7,2,inspiration,4080,205,98,94,107,7426,6489,10.85,0.1,0.124,0.39,1
1212,Instagram,Short,Tech,brand,13660,524,9,2,1,129,10,0,1,15,11,1,neutral,3415,139,67,85,32,8191,4718,14.92,0.99,0.095,1,0
1213,Instagram,Reel,Tech,influencer,4501,162,8,10,9,101,32,1,1,22,17,6,neutral,4058,415,92,66,122,8360,5552,10.67,0.48,0.171,1,0
1214,TikTok,Short,Motivation,individual,6510,1809,9,3,5,193,25,0,0,131,20,1,funny,21782,2423,605,149,779,29983,22896,34.5,0.26,0.182,0.91,1
1215,YouTube,Video,Tech,influencer,412,1768,3,3,8,23,2,0,1,113,17,6,neutral,705,25,12,16,18,1150,1019,62.01,0.55,0.101,0.37,0
1216,YouTube,Video,Tech,brand,5080,1673,3,2,4,192,34,0,0,158,22,4,fear,4205,445,196,72,115,6569,3530,2.46,0.02,0.197,0.38,0
1217,TikTok,Post,Tech,individual,718,1312,4,2,2,284,32,1,1,170,2,1,funny,1129,106,20,26,27,1452,734,18.13,0.11,0.159,0.57,0
1218,YouTube,Post,Entertainment,individual,2867,1602,10,5,4,138,34,1,1,32,6,3,curiosity,5651,580,85,42,189,7587,5359,25.9,0.81,0.159,1,0
1219,Instagram,Reel,Education,influencer,5693,250,3,8,9,148,26,1,1,27,0,4,inspiration,116,9,2,2,2,273,137,9.17,0.34,0.129,0.33,0
1220,Instagram,Short,Education,influencer,307,1072,3,2,6,15,18,0,1,133,6,2,neutral,1331,101,60,39,7,2162,1642,53.51,0.4,0.156,0.55,1
1221,TikTok,Reel,Education,influencer,7330,1561,8,7,8,83,9,0,1,54,9,7,inspiration,8025,539,237,73,167,18183,12854,28.56,0.53,0.127,0.96,0
1222,YouTube,Short,Tech,influencer,8583,1950,4,2,10,270,32,1,1,18,15,2,funny,5834,350,223,131,232,7370,5048,9.52,0.53,0.16,0.62,0
1223,Instagram,Video,Tech,brand,5508,932,9,8,3,227,4,1,0,145,12,6,neutral,11845,1163,148,182,338,15207,11565,21.08,0.15,0.155,1,1
1224,TikTok,Reel,Education,brand,4271,1812,7,9,2,217,20,0,0,142,8,3,inspiration,13102,1252,303,294,440,29422,17645,36.35,0.26,0.175,0.93,1
1225,Instagram,Reel,Education,influencer,942,489,7,8,2,260,19,0,0,155,4,1,curiosity,14608,756,446,268,515,35969,30074,48.5,0.31,0.136,0.94,1
1226,TikTok,Short,Tech,brand,4436,1314,4,1,7,55,28,1,1,72,16,3,funny,4506,294,225,56,151,8551,6426,5.72,0.08,0.161,0.56,0
1227,TikTok,Short,Meme,individual,7218,1475,10,5,2,111,10,0,0,6,0,7,fear,7175,543,239,78,183,16607,14463,5.6,0.93,0.145,1,0
1228,Instagram,Post,Education,brand,129958,753,6,10,1,40,14,1,0,56,8,6,fear,197864,10175,3837,5916,1021,410361,264721,36.54,0.65,0.106,0.86,0
1229,YouTube,Post,Tech,influencer,50998,1663,2,4,3,82,29,0,0,123,21,2,funny,16968,828,615,301,222,42141,35458,50.75,0.41,0.116,0.31,0
1230,TikTok,Video,Meme,influencer,9273,1032,6,6,2,190,22,0,1,122,2,3,neutral,6700,547,329,109,253,11539,8738,111.72,0.92,0.185,0.68,0
1231,TikTok,Short,Entertainment,brand,749,1679,9,8,4,251,12,1,1,114,14,6,curiosity,7486,451,233,167,126,14838,7453,9.27,0.08,0.131,1,1
1232,YouTube,Reel,Motivation,influencer,2782,1158,4,10,9,17,2,0,1,162,21,4,fear,6867,446,258,80,39,8544,5370,36.24,0.22,0.12,0.46,1
1233,Instagram,Short,Education,influencer,39168,642,1,3,5,103,16,1,0,107,16,2,inspiration,44757,1632,1073,984,1324,90506,64773,103.33,0.97,0.112,0.24,0
1234,TikTok,Short,Entertainment,influencer,2449,296,6,7,10,92,35,0,0,122,4,3,fear,3919,422,168,77,127,9560,5399,17.09,0.14,0.203,0.79,0
1235,YouTube,Short,Motivation,individual,847,301,6,8,3,76,31,0,1,109,20,1,curiosity,6300,488,164,36,197,14575,10300,106.02,0.97,0.14,0.79,1
1236,Instagram,Post,Education,brand,2575,1463,2,1,2,37,19,1,1,170,11,5,fear,4943,428,162,93,167,10821,8538,32.89,0.19,0.172,0.43,0
1237,TikTok,Reel,Education,influencer,70,1327,4,4,5,46,32,0,0,131,18,3,fear,2955,325,53,78,45,7106,6292,123.39,0.94,0.17,0.48,1
1238,YouTube,Post,Entertainment,individual,3793,459,7,3,7,51,10,1,1,98,5,5,curiosity,6981,398,155,35,121,10160,8421,13.15,0.13,0.102,0.83,0
1239,YouTube,Short,Motivation,individual,496,422,10,7,3,136,8,1,0,57,3,1,neutral,4964,272,109,52,50,11690,10198,12.15,0.21,0.097,1,1
1240,Instagram,Video,Education,brand,16757,1080,7,7,5,17,36,1,0,9,6,6,fear,9775,345,190,113,389,20457,17260,3.65,0.41,0.106,0.77,0
1241,YouTube,Post,Entertainment,individual,12277,1115,3,10,8,40,36,1,1,177,5,6,inspiration,22084,1568,713,489,294,33221,29566,148.29,0.84,0.139,0.52,0
1242,YouTube,Video,Tech,influencer,1260,1546,6,5,3,109,38,0,1,71,8,5,funny,7793,462,216,189,209,12449,9186,23.25,0.33,0.138,0.72,1
1243,YouTube,Post,Meme,individual,18569,1670,5,5,10,151,14,0,1,138,15,7,funny,18774,1838,329,538,319,42188,27480,42.83,0.31,0.161,0.71,0
1244,YouTube,Short,Entertainment,individual,6394,1730,3,3,6,99,10,1,1,167,3,3,neutral,280864,30276,9340,6525,3731,588234,376244,45.57,0.27,0.178,0.37,1
1245,TikTok,Post,Meme,individual,33176,1241,3,3,8,80,34,0,1,25,0,4,curiosity,47994,3999,746,802,1917,109019,96905,5.65,0.23,0.156,0.58,0
1246,Instagram,Reel,Entertainment,influencer,1369,116,3,3,1,84,29,0,1,143,6,1,fear,3384,214,95,76,24,4135,2391,56.37,0.39,0.121,0.39,1
1247,Instagram,Short,Motivation,individual,448,1751,7,1,7,198,15,0,1,99,4,2,inspiration,999,95,29,18,34,2367,1454,22.07,0.22,0.176,1,1
1248,TikTok,Reel,Education,individual,4535,1651,7,3,9,45,39,0,1,99,14,6,neutral,8518,696,339,249,304,13054,7450,13.48,0.14,0.186,0.8,0
1249,TikTok,Post,Motivation,brand,75112,1950,6,3,6,47,39,0,0,147,17,2,curiosity,151126,7843,2114,3843,1213,334865,172694,44.38,0.3,0.099,0.61,1
1250,YouTube,Short,Entertainment,brand,8193,905,7,6,6,181,16,1,1,84,0,7,funny,3558,118,143,66,115,8366,6821,59.19,0.7,0.124,0.97,0
1251,TikTok,Post,Meme,brand,164,526,6,4,5,184,22,1,1,113,21,1,inspiration,1996,102,54,20,71,2502,1927,56.16,0.5,0.124,0.67,1
1252,YouTube,Post,Motivation,brand,194,1127,9,8,6,204,25,0,1,40,20,5,inspiration,1936,81,20,30,12,4585,2641,25.16,0.63,0.074,1,1
1253,Instagram,Video,Entertainment,influencer,12920,1779,3,5,3,290,37,1,1,77,6,5,funny,19983,1440,244,558,785,35677,22431,34.33,0.45,0.151,0.48,0
1254,TikTok,Reel,Education,individual,2630,1693,4,2,7,41,2,1,1,72,17,4,funny,1673,80,44,21,50,2957,1724,50.96,0.71,0.117,0.5,0
1255,Instagram,Reel,Tech,influencer,670,1093,5,3,1,77,9,1,0,158,7,3,curiosity,11121,1039,214,113,389,17426,9300,31.68,0.2,0.158,0.8,1
1256,TikTok,Video,Tech,individual,11532,129,2,6,5,252,28,0,1,88,20,2,neutral,40153,1433,1514,262,1239,86403,46241,66.5,0.76,0.111,0.4,1
1257,YouTube,Reel,Education,brand,1095,1032,4,1,5,51,31,0,1,94,19,5,inspiration,2768,102,47,31,86,3796,1951,17.08,0.18,0.096,0.65,1
1258,TikTok,Video,Meme,influencer,4444,921,8,6,3,51,6,1,1,82,15,4,funny,11420,731,536,233,298,22576,14409,75.05,0.92,0.157,0.97,1
1259,TikTok,Short,Motivation,influencer,26875,734,6,10,6,277,37,1,1,178,2,2,neutral,19999,2338,438,211,247,39823,24743,100.35,0.56,0.162,0.88,0
1260,YouTube,Short,Education,influencer,21895,1557,5,8,5,246,37,1,1,131,4,2,curiosity,102748,8003,1300,1605,966,220818,173921,8.19,0.06,0.116,0.79,1
1261,TikTok,Short,Entertainment,individual,17311,898,5,9,10,28,31,1,1,54,7,7,inspiration,50260,4788,962,447,656,83441,60572,27.64,0.51,0.136,0.74,1
1262,YouTube,Video,Motivation,influencer,1194,715,5,8,1,145,2,1,0,53,11,1,neutral,7136,830,143,76,43,17510,14573,22.93,0.43,0.153,0.64,1
1263,TikTok,Post,Education,influencer,5812,1445,7,9,1,180,30,0,0,136,4,2,curiosity,10496,720,143,305,211,13341,11754,91.16,0.67,0.131,0.86,0
1264,Instagram,Reel,Motivation,influencer,1491,1871,8,4,10,153,11,1,0,90,2,3,inspiration,2805,223,126,64,38,5577,3165,80.18,0.89,0.161,0.97,0
1265,TikTok,Short,Motivation,brand,9509,504,4,6,9,159,3,0,1,147,17,1,funny,7020,726,276,69,103,13420,9512,138.92,0.95,0.167,0.43,0
1266,YouTube,Post,Motivation,individual,725,724,8,6,4,245,17,0,1,62,7,1,inspiration,3731,434,94,102,125,4887,4300,40.26,0.65,0.202,1,1
1267,YouTube,Reel,Meme,individual,3742,1341,7,1,2,39,9,0,0,27,0,7,inspiration,3787,179,104,21,40,8510,5911,25.52,0.95,0.091,0.87,0
1268,Instagram,Short,Meme,brand,3705,605,8,4,10,258,38,1,1,6,16,1,funny,14968,1000,487,214,480,30325,19015,5.54,0.92,0.146,0.82,1
1269,TikTok,Short,Entertainment,individual,1396,1202,7,6,10,100,33,0,0,49,16,1,inspiration,11002,610,271,222,390,25067,19564,40.36,0.82,0.136,0.78,1
1270,YouTube,Reel,Tech,brand,34922,1062,4,10,1,107,25,0,0,150,15,7,funny,62468,3646,1114,1523,1730,94189,63846,92.55,0.62,0.128,0.6,0
1271,TikTok,Short,Education,influencer,24528,1475,5,5,8,27,3,0,1,8,4,7,funny,91941,7713,2309,2564,3262,142907,84047,4.56,0.57,0.172,0.57,1
1272,YouTube,Reel,Meme,influencer,15211,1847,10,8,7,247,26,1,1,174,8,4,inspiration,11345,694,202,253,163,21802,18119,159.01,0.91,0.116,1,0
1273,TikTok,Post,Tech,brand,17424,750,4,7,2,27,8,0,0,71,6,2,inspiration,17063,1708,609,485,671,36127,27649,67.34,0.95,0.204,0.65,0
1274,YouTube,Reel,Education,influencer,1906,186,8,9,1,132,7,0,0,51,11,2,neutral,1104,114,46,31,44,1684,1352,49.84,0.98,0.213,0.92,0
1275,YouTube,Post,Motivation,brand,12086,483,7,2,1,186,2,1,1,127,18,7,funny,6422,767,153,154,61,9310,5026,58.81,0.46,0.177,0.76,0
1276,Instagram,Short,Education,individual,942,1486,7,8,3,138,33,0,1,170,10,7,fear,1099,72,22,6,10,2466,1666,25.36,0.15,0.1,0.75,0
1277,TikTok,Reel,Tech,influencer,12367,1457,9,9,3,261,32,1,1,53,3,4,fear,20308,2186,243,558,596,42715,35187,49.97,0.94,0.176,0.98,0
1278,TikTok,Short,Education,brand,698,466,5,2,5,183,22,0,1,92,12,5,inspiration,3961,409,119,59,146,6615,5581,22.78,0.25,0.185,0.58,1
1279,TikTok,Video,Entertainment,influencer,1619,489,6,10,7,87,23,1,0,125,21,1,neutral,7670,279,289,103,105,16635,11586,86.77,0.69,0.101,0.89,1
1280,YouTube,Reel,Tech,brand,617,1820,3,6,2,65,39,1,0,160,12,1,inspiration,1815,177,37,37,10,2732,2216,101.32,0.63,0.144,0.59,1
1281,Instagram,Reel,Tech,brand,14119,963,1,4,3,272,22,1,0,50,13,2,curiosity,3546,245,124,32,112,4706,3632,19.49,0.39,0.145,0.35,0
1282,TikTok,Short,Meme,brand,12159,1058,7,9,4,241,35,1,1,39,11,2,inspiration,20050,1493,234,196,398,39343,33421,32.86,0.84,0.116,0.84,0
1283,Instagram,Reel,Motivation,individual,15810,450,8,5,6,102,9,1,1,84,4,3,funny,11148,776,387,306,184,13984,9811,71.7,0.85,0.148,0.83,0
1284,Instagram,Video,Education,individual,2385,87,9,3,7,72,9,1,1,90,6,7,funny,7970,543,179,207,256,16316,8586,49.17,0.55,0.149,0.94,1
1285,YouTube,Post,Education,individual,1920,901,1,5,6,200,28,0,0,62,1,6,inspiration,5343,472,112,97,144,7646,3925,40.39,0.65,0.154,0.28,1
